shop_name,address,latitude,longitude,city,postcode
Audilab  Audioprothésiste La Chapelle-Saint-Mesmin,32 rue Nationale 45380 La Chapelle-St-Mesmin,47.889537,1.836829,La Chapelle-Saint-Mesmin,45380
Audilab  Audioprothésiste La Chaume,13 rue Joseph Bénatier 85100 Les Sables-d'Olonne,46.499549,-1.796775,Les Sables-d'Olonne,85100
Audilab  Audioprothésiste La Chaussée St Victor,6 rue du Professeur Philippe Maupas 41260 La Chaussée-St-Victor,47.617454,1.340133,La Chaussée-Saint-Victor,41260
Audilab  Audioprothésiste La Ferté-Bernard,17 rue Denfert Rochereau 72400 La Ferté-Bernard,48.187219,0.652713,La Ferté-Bernard,72400
Audilab  Audioprothésiste La Flèche,17-19 place du Marché au Blé 72200 La Flèche,47.700268,-0.072646,La Flèche,72200
Audilab  Audioprothésiste La Garnache,4 rue de Paulx Chez Le Collectif des Lunetiers 85710 La Garnache,46.924076,-1.790458,La Garnache,85710
Audilab  Audioprothésiste La Grande-Motte,70 Avenue de l’Europe 34280 La-Grande-Motte,43.558783,4.089634,La Grande-Motte,34280
Audilab  Audioprothésiste La Roche Bernard,23 bis rue Saint James 56130 La Roche Bernard,47.519382,-2.300503,La Roche-Bernard,56130
Audilab  Audioprothésiste La Roche-Posay,5bis rue du Dr Jacquemin Sablon 86270 La Roche-Posay,46.78514,0.810109,La Roche-Posay,86270
Audilab  Audioprothésiste La Rochefoucauld,15 bd du Général de Gaulle 16110 La Rochefoucauld,45.739349,0.387457,La Rochefoucauld,16110
Audilab  Audioprothésiste La Rochelle,10/12 place de Verdun 17000 La Rochelle,46.162903,-1.15293,La Rochelle,17000
Audilab  Audioprothésiste Lamagdelaine,350 route de Cahors - Lieu-dit Pech de Clary 46090 Lamagdelaine,44.469479,1.482001,Lamagdelaine,46090
Audilab  Audioprothésiste Lanester,4 avenue Ambroise Croizat 56600 Lanester,47.771071,-3.348813,Lanester,56600
Audilab  Audioprothésiste Langeais,15 rue Thiers 37130 Langeais,47.325503,0.40848,Langeais,37130
Audilab  Audioprothésiste Lannilis,2 rue du Vercors 29870 Lannilis,48.570612,-4.511419,Lannilis,29870
Audilab  Audioprothésiste Lannion,4 rue des Augustins 22300 Lannion,48.730824,-3.459613,Lannion,22300
Audilab  Audioprothésiste Larmor Plage,13 A place Notre Dame 56260 Larmor plage,47.705807,-3.382044,Larmor-Plage,56260
Audilab  Audioprothésiste Laval,28 rue Souchu Servinière 53000 Laval,48.070069,-0.775374,Laval,53000
Audilab  Audioprothésiste Laval Atlantique,210 avenue des Français libres 53000 Laval,48.054,-0.792545,Laval,53000
Audilab  Audioprothésiste Le Faouët,4 rue du Château 56320 Le Faouët,48.032741,-3.488408,Le Faouët,56320
Audilab  Audioprothésiste Le Havre,5 avenue René Coty 76600 Le Havre,49.495099,0.109508,Le Havre,76600
Audilab  Audioprothésiste Le Lude,20 rue du Bœuf 72800 Le Lude,47.645733,0.156536,Le Lude,72800
Audilab  Audioprothésiste Le Mans Centre,65 rue Gambetta 72000 Le Mans,48.006508,0.190732,Le Mans,72000
Audilab  Audioprothésiste Le Mans Laennec,3 avenue René Laennec 72000 Le Mans,48.01947,0.161578,Le Mans,72000
Audilab  Audioprothésiste Le Mans Leclerc,45 avenue du Général Leclerc 72000 Le Mans,47.998424,0.195259,Le Mans,72000
Audilab  Audioprothésiste Le Mans Sud,Rond-Point César Antarès 72000 Le Mans,47.955109,0.22608,Le Mans,72100
Audilab  Audioprothésiste Le Vigan  Centre Acoustique des Cévennes,8 rue Chef Marceau 30120 Le Vigan,43.990945,3.605125,Le Vigan,30120
Audilab  Audioprothésiste Ligné,25 rue des Palmiers 44850 Ligné,47.411113,-1.376785,Ligné,44850
Audilab  Audioprothésiste Limoges,11 avenue Georges Dumas 87000 Limoges,45.826113,1.266557,Limoges,87000
Audilab  Audioprothésiste Limoux,7 avenue François Clamens 11300 Limoux,43.066026,2.216791,Limoux,11300
Audilab  Audioprothésiste Loches,8 rue Descartes 37600 Loches,47.1284,0.996284,Loches,37600
Audilab  Audioprothésiste Locminé,22 rue du Fil 56500 Locminé,47.887002,-2.835956,Locminé,56500
Audilab  Audioprothésiste Lodève,288 allée D. Mitterrand 34700 Lodève,43.724857,3.321768,Lodève,34700
Audilab  Audioprothésiste Lons le Saunier,185 rue Regard 39000 Lons-le-Saunier,46.675247,5.550244,Lons-le-Saunier,39000
Audilab  Audioprothésiste Lorient,68 rue Monistrol 56100 Lorient,47.735611,-3.383803,Lorient,56100
Audilab  Audioprothésiste Louvigné du Désert Surdicom,"31, rue de la Libération 35420 Louvigné du Désert",48.48199,-1.128548,Louvigné-du-Désert,35420
Audilab  Audioprothésiste Lunel,227 Avenue Victor Hugo 34400 Lunel,43.678835,4.13259,Lunel,34400
Audilab  Audioprothésiste Lusignan,3 Rue Pierre Moyon 86600 Lusignan,46.434707,0.122447,Lusignan,86600
Audilab  Audioprothésiste Lyon,39 rue Thibaudière 69007 Lyon,45.75003,4.846084,Lyon,69007
Audilab  Audioprothésiste Lyon 9ème,2 place du Marché 69009 Lyon,45.773904,4.806931,Lyon,69009
Audilab  Audioprothésiste Machecoul,10 rue de la France Libre 44270 Machecoul,46.991771,-1.817073,Machecoul-Saint-Même,44270
Audilab  Audioprothésiste Maen Roch Surdicom,"5, rue Victor Roussin 35460 Maen Roch",48.409284,-1.361942,Maen Roch,35460
Audilab  Audioprothésiste Maintenon,5 rue du Pont Rouge 28130 Maintenon,48.58823,1.578467,Maintenon,28130
Audilab  Audioprothésiste Mamers,47 place Carnot 72600 Mamers,48.350824,0.369606,Mamers,72600
Audilab  Audioprothésiste Marseillan,23 boulevard Pasteur 34340 Marseillan,43.355413,3.52983,Marseillan,34340
Audilab  Audioprothésiste Marseille 02,62 avenue Robert Schuman 13002 Marseille,43.30438,5.367,Marseille,13002
Audilab  Audioprothésiste Marseille 07,18 avenue Pasteur 13007 Marseille,43.29106,5.359009,Marseille,13007
Audilab  Audioprothésiste Marseille 13,80 avenue de Saint Just 13013 Marseille,43.317453,5.405655,Marseille,13013
Audilab  Audioprothésiste Marseille 14,218 Chemin de Sainte Marthe 13014 Marseille,43.330785,5.389036,Marseille,13014
Audilab  Audioprothésiste Marsilly,30 avenue de l’Ile d’Oléron 17137 Marsilly,46.230528,-1.134278,Marsilly,17137
Audilab  Audioprothésiste Massieux,Route Dépt. N66E - Rue de Lindberg 01600 Massieux,45.904574,4.818778,Massieux,01600
Audilab  Audioprothésiste Maubourguet,10 allée Larbanes 65700 Maubourguet,43.468162,0.034653,Maubourguet,65700
Audilab  Audioprothésiste Mauguio,95 avenue de la mer 34130 Mauguio,43.612567,4.006598,Mauguio,34130
Audilab  Audioprothésiste Mayenne,1 place de l'Europe 53100 Mayenne,48.301326,-0.62393,Mayenne,53100
Audilab  Audioprothésiste Mazan,197 avenue de l'Europe 84380 Mazan,44.057662,5.127938,Mazan,84380
Audilab  Audioprothésiste Maîche,13 rue Sainte-Anne 25120 Maîche,47.25066,6.806759,Maîche,25120
Audilab  Audioprothésiste Millau,115 boulevard Jean Gabriac 12100 Millau,44.093424,3.072736,Millau,12100
Audilab  Audioprothésiste Montauban,10 avenue Marcel Unal 82000 Montauban,44.008732,1.375809,Montauban,82000
Audilab  Audioprothésiste Montbeton,595 route de Montauban 82290 Montbeton,44.012455,1.290392,Montbeton,82290
Audilab  Audioprothésiste Montech,21 avenue André Bonnet 82700 Montech,43.958656,1.233995,Montech,82700
Audilab  Audioprothésiste Montlouis-sur-Loire,46 avenue Victor Laloux 37270 Montlouis-sur-Loire,47.382273,0.847583,Montlouis-sur-Loire,37270
Audilab  Audioprothésiste Montluçon,25 avenue Marx-Dormoy 03100 Montluçon,46.338576,2.598988,Montluçon,03100
Audilab  Audioprothésiste Montmorillon,8 place Haut Poitou 86500 Montmorillon,46.419369,0.852502,Montmorillon,86500
Audilab  Audioprothésiste Montpellier Lepic,6 place du 8 mai 1945 34070 Montpellier,43.600992,3.867703,Montpellier,34070
Audilab  Audioprothésiste Montpellier Mosson,Avenue Lauragais 34080 Montpellier,43.631758,3.822275,Montpellier,34080
Audilab  Audioprothésiste Montpellier Port Marianne,282 avenue du Mondial 98 34000 Montpellier,43.602741,3.904513,Montpellier,34000
Audilab  Audioprothésiste Montpellier Verdanson,43 quai du Verdanson 34090 Montpellier,43.615064,3.881487,Montpellier,34090
Audilab  Audioprothésiste Montrichard,5 rue Carnot 41406 Montrichard,48.268294,0.546814,Bellou-le-Trichard,61130
Audilab  Audioprothésiste Morteau,1 rue de la Gare 25500 Morteau,47.055068,6.606126,Morteau,25500
Audilab  Audioprothésiste Muzillac,25 rue du Général De Gaulle 56190 Muzillac,47.551587,-2.478414,Muzillac,56190
Audilab  Audioprothésiste Nancy,67 Boulevard d'Haussonville 54000 Nancy,48.674243,6.16386,Nancy,54000
Audilab  Audioprothésiste Nantes,17 allée Duguay-Trouin 44000 Nantes,47.212642,-1.557127,Nantes,44000
Audilab  Audioprothésiste Nantes,82 route de Clisson 44200 Nantes,47.190554,-1.521534,Nantes,44200
Audilab  Audioprothésiste Nantes Mangin,27 bd des Martyrs Nantais de la Résistance 44200 Nantes,47.203512,-1.546071,Nantes,44200
Audilab  Audioprothésiste Nantes Viarme,23 place Viarme 44000 Nantes,47.221523,-1.56341,Nantes,44000
Audilab  Audioprothésiste Nantes Viarme 2,12 place Viarme 44000 Nantes,47.221024,-1.562001,Nantes,44000
Audilab  Audioprothésiste Nantes bottière,209 route de Saint-Luce 44300 Nantes,47.239177,-1.513833,Nantes,44300
Audilab  Audioprothésiste Niort,552 avenue de Limoges 79000 Niort,46.317744,-0.41005,Niort,79000
Audilab  Audioprothésiste Noirmoutier,42 rue de la Prée aux Ducs 85330 Noirmoutier,47.003004,-2.253978,Noirmoutier-en-l'Île,85330
Audilab  Audioprothésiste Noyers-sur-Cher,17 rue Pierre et Marie Curie 41140 Noyers-sur-Cher,47.283726,1.380085,Noyers-sur-Cher,41140
Audilab  Audioprothésiste Nîmes,3 place d'Assas 30900 Nîmes,43.838569,4.354475,Nîmes,30900
