address,latitude,longitude,city,postcode
Rue Goarem Vraz 29600 SAINT-MARTIN-DES-CHAMPS FR,48.578044,-3.861086,Saint-Martin-des-Champs,29600
80 rue de la Bastille 60740 SAINT-MAXIMIN FR,49.234185,2.468341,Saint-Maximin,60740
C.C. E.Leclerc 33160 SAINT-MÉDARD-EN-JALLES FR,44.88779,-0.703793,Saint-Médard-en-Jalles,33160
ZAC - 23b aire des Moissons 10410 SAINT-PARRES-AUX-TERTRES FR,48.293337,4.1295,Saint-Parres-aux-Tertres,10410
767 avenue Gross Umstadt 07130 SAINT-PERAY FR,44.9419,4.861103,Saint-Péray,07130
C.C. de Keringant 22700 SAINT-QUAY-PERROS FR,48.779961,-3.451749,Saint-Quay-Perros,22700
25-27 rue Raspail 02100 SAINT-QUENTIN FR,49.848915,3.287375,Saint-Quentin,02100
C.C. E.Leclerc - boulevard de l'Aspé 83700 SAINT-RAPHAËL FR,43.443907,6.811412,Saint-Raphaël,83700
C.C. Carrefour - Les Rives du Lac 29290 SAINT-RENAN FR,48.430355,-4.617259,Saint-Renan,29290
C.C. Intermarché 84110 SAINT-ROMAIN-EN-VIENNOIS FR,44.258538,5.109431,Saint-Romain-en-Viennois,84110
C.C. Auchan 44230 SAINT-SÉBASTIEN-SUR-LOIRE FR,47.203263,-1.523114,Saint-Sébastien-sur-Loire,44230
46 rue de Royan 16710 SAINT-YRIEIX-SUR-CHARENTE FR,45.662237,0.134919,Saint-Yrieix-sur-Charente,16710
70 cours du Maréchal Leclerc 17100 SAINTES FR,45.751899,-0.650308,Saintes,17100
C.C. Carrefour 165 route national 7 38150 SALAISE-SUR-SANNE FR,45.344508,4.810551,Salaise-sur-Sanne,38150
7 cours Carnot 13300 SALON-DE-PROVENCE FR,43.641254,5.096861,Salon-de-Provence,13300
C.C. Carrefour - 3 Rue de la Horionne 95110 SANNOIS FR,48.96576,2.254811,Sannois,95110
103-117 rue des Frères Lumière 45770 SARAN FR,47.963947,1.887056,Saran,45770
C.C. Grand Ajaccio Baléone - Z.I. de Baléone 20167 SARROLA-CARCOPINO FR,41.955867,8.8036,Sarrola-Carcopino,20167
C.C. Carrefour 78500 SARTROUVILLE FR,48.930079,2.166143,Sartrouville,78500
57 rue d'Orléans 49400 SAUMUR FR,47.258856,-0.079371,Saumur,49400
140 route de Bischwiller 67300 SCHILTIGHEIM FR,48.608352,7.750202,Schiltigheim,67300
C.C. Intermarché 64121 SERRES-CASTET FR,43.369582,-0.361069,Serres-Castet,64121
ZAC des Garrigues 30250 SOMMIÈRES FR,43.768258,4.095701,Sommières,30250
C.C. Auchan - Hautepierre 67200 STRASBOURG FR,48.583128,7.747859,Strasbourg,67000
6 rue de la Pêcherie 69170 TARARE FR,45.895692,4.432552,Tarare,69170
C.C. Auchan 95150 TAVERNY FR,49.020805,2.202448,Taverny,95150
Rue des Auriges - Village Kiabi 57100 THIONVILLE FR,49.358295,6.139914,Thionville,57100
Retail Park - Porte du Dauphiné 38230 TIGNIEU-JAMEYZIEU FR,45.747516,5.184121,Tignieu-Jameyzieu,38230
Route de Soissons - C.C. Carrefour 51430 TINQUEUX FR,49.252337,3.980456,Tinqueux,51430
238 rue Jean Jaurès 83000 TOULON FR,43.124309,5.92926,Toulon,83000
46 allée Jean Jaurès TOULOUSE FR,43.606635,1.450589,Toulouse,31000
C.C. Auchan - Gramont TOULOUSE FR,42.462065,1.937261,Ur,66760
162 Route de Toulouse TOULOUSE FR,43.637655,1.450474,Toulouse,31200
Zone du Louradou TOULOUSE FR,43.604637,1.44421,Toulouse,31000
C.C. Carrefour - Labège 2 TOULOUSE FR,43.563459,1.501403,Toulouse,31400
ZAC Tours Nord 37100 TOURS FR,47.394145,0.684842,Tours,37000
24 rue des Perreyeux 49800 TRÉLAZÉ FR,47.457158,-0.511518,Trélazé,49800
119 avenue Michel Grandou 24750 TRÉLISSAC FR,45.190233,0.743226,Trélissac,24750
C.C. Auchan Aéroville 93290 TREMBLAY-EN-FRANCE FR,48.951113,2.568431,Tremblay-en-France,93290
21 boulevard du 14 Juillet 10000 TROYES FR,48.293861,4.07813,Troyes,10000
26 rue du Mené VANNES FR,47.658266,-2.760856,Vannes,56000
34 rue Aristide Boucicaut VANNES FR,47.658266,-2.760856,Vannes,56000
ZAC de Vauchelles 80132 VAUCHELLES-LES-QUESNOY FR,50.097096,1.868964,Vauchelles-les-Quesnoy,80132
ZAC Côte Soleil - C.C. Intermarché 30600 VAUVERT FR,43.708145,4.269292,Vauvert,30600
C.C. Les Portes de Soissons - Local 13 02200 VAUXBUIN FR,49.380427,3.324175,Soissons,02200
C.C. Vélizy 2 - Niveau bas 78140 VÉLIZY-VILLACOUBLAY FR,48.780816,2.22032,Vélizy-Villacoublay,78140
ZAC de Venette 60280 VENETTE FR,49.412381,2.799654,Venette,60280
C.C. Carrefour 69200 VÉNISSIEUX FR,45.704926,4.8828,Vénissieux,69200
L'Espace Santé - 4 rue Coteau - lieu-dit le Razat 69390 VERNAISON FR,45.658534,4.813591,Vernaison,69390
24 rue du Soleil 27200 VERNON FR,49.09182,1.483734,Vernon,27200
C.C. Hyper U 28500 VERNOUILLET FR,48.720637,1.355874,Vernouillet,28500
Rue de l'Université 62113 VERQUIGNEUL FR,50.515198,2.659581,Verquigneul,62113
C.C. Cora - Boulevard Kennedy 70000 VESOUL FR,47.622709,6.170459,Vesoul,70000
Chemin Rural - 18 rue de Briis 91140 VILLEBON-SUR-YVETTE FR,48.70518,2.252653,Villebon-sur-Yvette,91140
Promenade du Guiraudet 12200 VILLEFRANCHE-DE-ROUERGUE FR,44.34984,2.036359,Villefranche-de-Rouergue,12200
178 rue Nationale 69400 VILLEFRANCHE-SUR-SAÔNE FR,45.993735,4.718865,Villefranche-sur-Saône,69400
C.C. Carrefour 94800 VILLEJUIF FR,48.782742,2.36473,Villejuif,94800
C.C. E.Leclerc - RD 32 31340 VILLEMUR-SUR-TARN FR,43.854286,1.498579,Villemur-sur-Tarn,31340
C.C. Géant Casino 33140 VILLENAVE-D'ORNON FR,44.758537,-0.584335,Villenave-d'Ornon,33140
14 avenue Henri Barbusse 69100 VILLEURBANNE FR,45.768723,4.879294,Villeurbanne,69100
48 rue Bernard Palissy 41350 VINEUIL FR,47.57053,1.369825,Vineuil,41350
88 avenue du Général Leclerc 78220 VIROFLAY FR,48.804143,2.173797,Viroflay,78220
C.C. Carrefour Grand Vitrolles 13127 VITROLLES FR,43.460388,5.250108,Vitrolles,13127
74 avenue Danielle Casanova 94400 VITRY-SUR-SEINE FR,48.791503,2.394987,Vitry-sur-Seine,94400
Centre Mathis - rue Jean Monnet 22120 YFFINIAC FR,48.480602,-2.652466,Yffiniac,22120
