shop_name,address,latitude,longitude,city,postcode
Audioprothésiste LANNION Optical Center,Rond Point Saint Marc 22300 Lannion,48.734315,-3.444554,Lannion,22300
Audioprothésiste L'ISLE D'ABEAU Optical Center,26 rue de Sayes 38080 L'isle d'abeau,45.613369,5.228065,L'Isle-d'Abeau,38080
Audioprothésiste  SAINT-GERMAIN - JUSSIEU - 5ÈME Optical Center,"13, Boulevard Saint-Germain 75005 Paris",48.849311,2.354031,Paris,75005
Audioprothésiste MERS-LES-BAINS Optical Center,Avenue Pierre et Marie Curie 80350 Mers les bains,50.065663,1.389929,Mers-les-Bains,80350
Audioprothésiste BREST-IROISE Optical Center,118 boulevard de Plymouth 29200 Brest,48.38652,-4.53105,Brest,29200
Audioprothésiste CARPENTRAS Optical Center,126 avenue Jean Henri Fabre 84200 Carpentras,44.053822,5.040867,Carpentras,84200
Audioprothésiste BOURG-EN-BRESSE-LANEUVE Optical Center,262 route de Paris 01440 Viriat,46.217124,5.21337,Viriat,01440
Audioprothésiste BÈGLES Optical Center,rue des Frères Lumière 33130 Bègles,44.792382,-0.534978,Bègles,33130
Audioprothésiste SAINT-PIERRE-DES-CORPS Optical Center,"32, Avenue Jacques Duclos- À l’extérieur du Centre commercial Les Atlantes 37700 Saint-pierre-des-corps",47.379439,0.722424,Saint-Pierre-des-Corps,37700
Audioprothésiste ANTONY Optical Center,70 avenue Aristide Briand 92160 Antony,48.757289,2.306646,Antony,92160
Audioprothésiste VALENCE-LES COULEURES Optical Center,Le Plateau des Couleures 26000 Valence,44.951782,4.932207,Valence,26000
Audioprothésiste PLOËRMEL Optical Center,Rue du Général John Wood 56800 Ploërmel,47.929566,-2.383525,Ploërmel,56800
Audioprothésiste AMIENS - DURY Optical Center,1 place des Bouleaux 80480 Dury,49.861466,2.27853,Dury,80480
Audioprothésiste LAVAL-GRENOUX Optical Center,102 avenue du Maréchal de Lattre de Tassigny 53000 Laval,48.07788,-0.797729,Laval,53000
Audioprothésiste ANTIBES Optical Center,1630 chemin Combes 06600 Antibes,43.602477,7.088179,Antibes,06600
Audioprothésiste VILLEMOMBLE Optical Center,60 allée du Plateau 93250 Villemomble,48.877932,2.503785,Villemomble,93250
Audioprothésiste PERPIGNAN-CLAIRA Optical Center,rue Henri Chrétien 66600 Rivesaltes,42.77447,2.909116,Rivesaltes,66600
Audioprothésiste CESSON-SÉVIGNÉ Optical Center,9 rue Rocher 35510 Cesson sevigne,48.111431,-1.589659,Cesson-Sévigné,35510
Audioprothésiste SAUMUR Optical Center,boulevard Mar Juin 49400 Saumur,47.266866,-0.08959,Saumur,49400
Audioprothésiste SEDAN Optical Center,20 avenue Philippoteaux 08200 Sedan,49.697519,4.942978,Sedan,08200
Audioprothésiste VIRY-NOUREUIL Optical Center,31 Zone d'Aménagement Concertée les Terrages 02300 Viry noureuil,49.635023,3.255615,Viry-Noureuil,02300
Audioprothésiste CRÉON Optical Center,51 avenue Entre 2 Mers 33670 Créon,44.772008,-0.341388,Créon,33670
Audioprothésiste PROUVY Optical Center,7 route Nationale 59121 Prouvy,50.331875,3.451362,Prouvy,59220
Audioprothésiste BOIS-D'ARCY Optical Center,50 avenue Jean Jaurès 78390 Bois d'arcy,48.799984,2.036776,Bois-d'Arcy,78390
Audioprothésiste CASTELNAUDARY Optical Center,916 avenue Pyrénées 11400 Castelnaudary,43.306053,1.957284,Castelnaudary,11400
Audioprothésiste PARIS Porte de Saint-Ouen 18EME Optical Center,114 avenue de Saint Ouen 75018 Paris,48.894656,2.328167,Paris,75018
Audioprothésiste SAINT-ORENS-DE-GAMEVILLE Optical Center,7 avenue Toulouse 31650 Saint orens de gameville,43.556462,1.53027,Saint-Orens-de-Gameville,31650
Audioprothésiste VENDIN-LE-VIEIL-LENS Optical Center,route Bassée 62880 Vendin le vieil,50.457853,2.81587,Vendin-le-Vieil,62880
Audioprothésiste ORLÉANS-PORTE SUD Optical Center,43 rue Chabassières 45100 Orléans,47.882702,1.8983,Orléans,45100
Audioprothésiste LIÉVIN Optical Center,zone d'aménagement concerté An Deux Mille 62800 Liévin,50.40855,2.793279,Liévin,62800
Audioprothésiste TARBES-IBOS Optical Center,19 route Pau 65000 Tarbes,43.237835,0.043859,Tarbes,65000
Audioprothésiste VITRÉ Optical Center,1 rue Gutenberg 35500 Vitré,48.120915,-1.230149,Vitré,35500
Audioprothésiste ISTRES Optical Center,Chemin du Bord de Crau 13800 Istres,43.521813,4.963296,Istres,13800
Audioprothésiste CROLLES Optical Center,rue Belledonne 38920 Crolles,45.285,5.887038,Crolles,38920
